Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
827,45,RM,50.0,6130,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5UNF,5,6,1924-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,BRKTIL,TA,TA,NO,ALQ,784,UNF,0,0,784,GASA,GD,Y,SBRKR,784,0,0,784,1,0,1,0,2,1,GD,5,TYP,0,,,,,0,0,,,Y,0,0,116,0,0,0,,,,0,5,2008-01-01,WD,NORMAL,109500
828,20,RL,65.0,8529,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,7,5,2001-01-01,2001-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,GLQ,20,UNF,0,1434,1454,GASA,EX,Y,SBRKR,1434,0,0,1434,0,0,2,0,3,1,GD,6,TYP,1,TA,ATTCHD,2001.0,RFN,2,527,TA,TA,Y,290,39,0,0,0,0,,,,0,4,2009-01-01,WD,NORMAL,189000
829,60,RL,,28698,PAVE,,IR2,LOW,ALLPUB,CULDSAC,SEV,CLEARCR,NORM,NORM,1FAM,2STORY,5,5,1967-01-01,1967-01-01,FLAT,TAR&GRV,PLYWOOD,PLYWOOD,,0.0,TA,TA,PCONC,TA,GD,GD,LWQ,249,ALQ,764,0,1013,GASA,TA,Y,SBRKR,1160,966,0,2126,0,1,2,1,3,1,TA,7,MIN2,0,,ATTCHD,1967.0,FIN,2,538,TA,TA,Y,486,0,0,0,225,0,,,,0,6,2009-01-01,WD,ABNORML,185000
830,160,FV,24.0,2544,PAVE,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,7,5,2005-01-01,2005-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,600,600,GASA,EX,Y,SBRKR,520,623,80,1223,0,0,2,1,2,1,GD,4,TYP,0,,DETCHD,2005.0,RFN,2,480,TA,TA,Y,0,166,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,147400
831,20,RL,80.0,11900,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1957-01-01,1957-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,387.0,TA,TA,CBLOCK,TA,TA,NO,REC,1040,UNF,0,352,1392,GASA,TA,Y,FUSEA,1392,0,0,1392,1,0,1,1,3,1,TA,6,TYP,2,GD,ATTCHD,1957.0,RFN,2,458,TA,TA,Y,0,0,0,0,192,0,,,,0,6,2008-01-01,WD,NORMAL,166000
832,160,FV,30.0,3180,PAVE,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHSE,2STORY,7,5,2005-01-01,2005-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,600,600,GASA,EX,Y,SBRKR,520,600,80,1200,0,0,2,1,2,1,GD,4,TYP,0,,DETCHD,2005.0,RFN,2,480,TA,TA,Y,0,166,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,151000
833,60,RL,44.0,9548,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,6,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,223.0,GD,TA,PCONC,GD,TA,NO,GLQ,483,UNF,0,458,941,GASA,EX,Y,SBRKR,941,888,0,1829,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,2003.0,RFN,2,613,TA,TA,Y,192,39,0,0,0,0,,,,0,1,2010-01-01,WD,NORMAL,237000
834,20,RL,100.0,10004,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,6,1964-01-01,1964-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,180.0,TA,TA,CBLOCK,TA,TA,NO,REC,196,BLQ,345,975,1516,GASA,TA,Y,SBRKR,1516,0,0,1516,0,0,1,1,3,1,TA,6,TYP,0,,ATTCHD,1964.0,RFN,2,472,TA,TA,Y,0,0,0,0,152,0,,,,0,2,2009-01-01,WD,NORMAL,167000
835,20,RL,75.0,7875,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1961-01-01,1961-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,136.0,TA,TA,CBLOCK,TA,TA,NO,REC,572,UNF,0,572,1144,GASA,GD,Y,SBRKR,1144,0,0,1144,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1961.0,UNF,2,456,TA,TA,Y,0,0,0,0,0,0,,GDWO,,0,9,2008-01-01,WD,NORMAL,139950
836,20,RL,60.0,9600,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,4,7,1950-01-01,1995-01-01,GABLE,COMPSHG,VINYLSD,HDBOARD,,0.0,TA,TA,CBLOCK,GD,TA,NO,BLQ,442,UNF,0,625,1067,GASA,TA,Y,SBRKR,1067,0,0,1067,0,0,2,0,2,1,GD,4,MIN2,0,,ATTCHD,1996.0,UNF,2,436,TA,TA,Y,290,0,0,0,0,0,,,,0,2,2010-01-01,WD,NORMAL,128000
837,30,RM,90.0,8100,PAVE,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,6,1948-01-01,1973-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,BRKTIL,TA,TA,NO,REC,338,UNF,0,1221,1559,GASA,GD,Y,SBRKR,1559,0,0,1559,1,0,1,0,2,1,TA,5,MIN2,0,,DETCHD,1948.0,UNF,2,812,TA,TA,Y,0,116,230,0,0,0,,GDWO,,0,6,2007-01-01,COD,NORMAL,153500
838,160,RM,21.0,1680,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,5,1973-01-01,1973-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,158.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,330,UNF,0,153,483,GASA,TA,Y,SBRKR,483,504,0,987,1,0,1,1,2,1,TA,5,TYP,0,,DETCHD,1973.0,UNF,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008-01-01,WD,NORMAL,100000
839,20,RL,75.0,9525,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1995-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1099,1099,GASA,EX,Y,SBRKR,1099,0,0,1099,0,0,1,1,3,1,GD,6,TYP,0,,ATTCHD,1999.0,UNF,1,352,TA,TA,Y,278,0,0,0,0,0,,,,0,6,2008-01-01,WD,NORMAL,144000
840,50,RL,70.0,11767,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1.5FIN,5,6,1946-01-01,1995-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,352,UNF,0,416,768,GASA,EX,Y,SBRKR,768,432,0,1200,0,0,1,0,3,1,TA,6,TYP,0,,DETCHD,1946.0,UNF,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008-01-01,WD,NORMAL,130500
841,70,RH,,12155,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SWISU,NORM,NORM,1FAM,2STORY,6,8,1925-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,BLQ,156,UNF,0,516,672,GASA,TA,N,SBRKR,810,672,0,1482,0,0,2,0,4,1,FA,7,TYP,0,,DETCHD,1934.0,UNF,1,400,TA,TA,P,0,0,254,0,0,0,,,,0,3,2008-01-01,WD,NORMAL,140000
842,70,RM,60.0,10440,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,5,8,1904-01-01,2002-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,PCONC,TA,TA,NO,UNF,0,UNF,0,650,650,GASA,GD,Y,SBRKR,958,581,0,1539,0,0,2,0,3,1,GD,8,TYP,1,PO,DETCHD,1983.0,UNF,2,686,GD,TA,P,70,78,68,0,0,0,,,,0,6,2008-01-01,WD,NORMAL,157500
843,80,RL,82.0,9020,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,7,1966-01-01,1966-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,183.0,TA,TA,CBLOCK,TA,TA,GD,REC,312,ALQ,539,276,1127,GASA,TA,Y,SBRKR,1165,0,0,1165,1,0,1,1,3,1,TA,6,TYP,0,,ATTCHD,1966.0,RFN,2,490,GD,GD,Y,0,129,0,0,0,0,,GDPRV,,0,5,2008-01-01,WD,NORMAL,174900
844,90,RL,80.0,8000,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NAMES,ARTERY,NORM,DUPLEX,1STORY,5,4,1961-01-01,1961-01-01,GABLE,COMPSHG,BRKFACE,BRKFACE,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,1800,1800,GASA,EX,N,SBRKR,1800,0,0,1800,0,0,2,0,6,2,TA,10,TYP,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,7,2007-01-01,WD,NORMAL,141000
845,50,RM,100.0,12665,PAVE,GRVL,IR1,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,ARTERY,NORM,1FAM,1.5FIN,5,8,1915-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,MN,UNF,0,UNF,0,876,876,GASA,GD,Y,SBRKR,876,540,0,1416,0,0,1,1,4,1,TA,7,TYP,1,GD,DETCHD,1949.0,UNF,3,720,TA,TA,Y,418,0,194,0,0,0,,,,0,6,2008-01-01,WD,NORMAL,153900
846,85,RL,,16647,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYER,RRAE,NORM,1FAM,SFOYER,5,5,1975-01-01,1981-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,GD,TA,GD,ALQ,1390,UNF,0,0,1390,GASA,TA,Y,SBRKR,1701,0,0,1701,1,0,2,0,3,1,TA,6,MIN2,2,TA,BASMENT,1975.0,FIN,2,611,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007-01-01,WD,NORMAL,171000
847,60,RL,75.0,9317,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,7,5,1993-01-01,1993-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,137.0,GD,TA,PCONC,GD,TA,NO,ALQ,513,UNF,0,227,740,GASA,EX,Y,SBRKR,1006,769,0,1775,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,1993.0,UNF,2,425,TA,TA,Y,234,72,192,0,0,0,,,,0,7,2009-01-01,WD,NORMAL,213000
848,20,RL,36.0,15523,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1972-01-01,1972-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,AV,BLQ,460,UNF,0,404,864,GASA,EX,Y,SBRKR,864,0,0,864,1,0,1,0,3,1,TA,5,TYP,1,FA,ATTCHD,1972.0,UNF,1,338,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009-01-01,WD,NORMAL,133500
849,50,RL,75.0,45600,PAVE,,IR2,BNK,ALLPUB,INSIDE,GTL,CLEARCR,NORM,NORM,1FAM,1.5FIN,6,8,1908-01-01,1997-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,907,907,GASA,TA,Y,SBRKR,1307,1051,0,2358,0,0,3,0,5,1,TA,10,TYP,1,GD,DETCHD,1908.0,UNF,2,360,FA,TA,Y,486,40,0,0,175,0,,,,0,9,2008-01-01,WD,NORMAL,240000
850,80,RL,80.0,9600,PAVE,,REG,LVL,ALLPUB,FR2,GTL,VEENKER,FEEDR,NORM,1FAM,SLVL,6,7,1976-01-01,1994-01-01,HIP,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,360.0,GD,GD,CBLOCK,TA,TA,NO,UNF,0,UNF,0,528,528,GASA,EX,Y,SBRKR,1094,761,0,1855,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,1976.0,RFN,2,512,TA,TA,Y,113,100,0,0,0,0,,,,0,8,2007-01-01,WD,NORMAL,187000
851,120,RM,36.0,4435,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,TWNHSE,1STORY,6,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,170.0,GD,TA,PCONC,GD,TA,AV,GLQ,659,UNF,0,189,848,GASA,EX,Y,SBRKR,848,0,0,848,1,0,1,0,1,1,GD,3,TYP,0,,ATTCHD,2003.0,FIN,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,11,2007-01-01,WD,NORMAL,131500
852,120,RL,,3196,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BLMNGTN,NORM,NORM,TWNHSE,1STORY,8,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40.0,GD,TA,PCONC,GD,TA,GD,UNF,0,UNF,0,1273,1273,GASA,EX,Y,SBRKR,1456,0,0,1456,0,0,2,0,2,1,GD,7,TYP,1,TA,ATTCHD,2003.0,FIN,2,400,TA,TA,Y,143,20,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,215000
853,75,RL,53.0,7128,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,2.5UNF,7,5,1941-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,GD,CBLOCK,TA,TA,NO,REC,364,UNF,0,554,918,GASA,GD,Y,SBRKR,918,728,0,1646,0,0,2,0,4,1,TA,7,TYP,2,GD,DETCHD,1941.0,UNF,1,240,TA,TA,Y,0,0,0,0,126,0,,MNPRV,,0,8,2007-01-01,WD,NORMAL,164000
854,80,RL,,12095,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,6,1964-01-01,1964-01-01,GABLE,COMPSHG,METALSD,HDBOARD,BRKFACE,115.0,TA,GD,CBLOCK,TA,TA,GD,REC,564,UNF,0,563,1127,GASA,TA,Y,SBRKR,1445,0,0,1445,0,0,1,1,3,1,TA,7,TYP,1,FA,ATTCHD,1964.0,RFN,2,645,TA,TA,Y,180,0,0,0,0,0,,MNPRV,,0,8,2009-01-01,WD,NORMAL,158000
855,20,RL,102.0,17920,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,4,1955-01-01,1974-01-01,HIP,COMPSHG,WD SDNG,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,MN,ALQ,306,REC,1085,372,1763,GASA,TA,Y,SBRKR,1779,0,0,1779,1,0,1,1,3,1,TA,6,TYP,1,GD,ATTCHD,1955.0,UNF,2,454,TA,TA,Y,0,418,0,0,312,0,,,,0,7,2006-01-01,WD,ABNORML,170000
856,20,RL,,6897,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,8,1962-01-01,2010-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,GD,CBLOCK,TA,TA,NO,ALQ,659,UNF,0,381,1040,GASA,EX,Y,SBRKR,1040,0,0,1040,1,0,1,1,3,1,TA,6,TYP,0,,DETCHD,1962.0,UNF,1,260,TA,TA,Y,0,104,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,127000
857,80,RL,,10970,PAVE,,IR1,LOW,ALLPUB,INSIDE,MOD,COLLGCR,NORM,NORM,1FAM,SLVL,6,6,1978-01-01,1978-01-01,GABLE,COMPSHG,PLYWOOD,HDBOARD,,0.0,TA,TA,CBLOCK,GD,GD,GD,GLQ,505,LWQ,435,0,940,GASA,TA,Y,SBRKR,1026,0,0,1026,1,0,1,0,3,1,TA,5,TYP,0,,DETCHD,1981.0,UNF,2,576,TA,FA,Y,0,0,34,0,0,0,,MNPRV,,0,10,2008-01-01,WD,NORMAL,147000
858,60,RL,65.0,8125,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,1994-01-01,1995-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,702,702,GASA,GD,Y,SBRKR,702,779,0,1481,0,0,2,1,3,1,TA,6,TYP,1,TA,ATTCHD,1994.0,FIN,2,343,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2009-01-01,WD,NORMAL,174000
859,20,RL,80.0,10400,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,NORM,NORM,1FAM,1STORY,7,5,1976-01-01,1976-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,189.0,TA,TA,CBLOCK,GD,TA,NO,UNF,0,UNF,0,1090,1090,GASA,TA,Y,SBRKR,1370,0,0,1370,0,0,2,0,3,1,TA,6,TYP,1,TA,ATTCHD,1976.0,RFN,2,479,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,6,2009-01-01,WD,FAMILY,152000
860,60,RL,,11029,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,NWAMES,POSA,NORM,1FAM,2STORY,6,7,1968-01-01,1984-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,220.0,TA,TA,CBLOCK,TA,TA,MN,BLQ,619,UNF,0,435,1054,GASA,TA,Y,SBRKR,1512,1142,0,2654,1,0,2,1,4,1,GD,9,TYP,1,GD,ATTCHD,1968.0,UNF,2,619,TA,TA,Y,0,65,0,0,222,0,,,,0,8,2006-01-01,WD,NORMAL,250000
861,50,RL,55.0,7642,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,CRAWFOR,NORM,NORM,1FAM,1.5FIN,7,8,1918-01-01,1998-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,GD,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,912,912,GASA,GD,Y,SBRKR,912,514,0,1426,0,0,1,1,3,1,GD,7,TYP,1,GD,DETCHD,1925.0,UNF,1,216,TA,TA,Y,0,240,0,0,0,0,,GDPRV,,0,6,2007-01-01,WD,NORMAL,189950
862,190,RL,75.0,11625,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,2FMCON,1STORY,5,4,1965-01-01,1965-01-01,HIP,COMPSHG,PLYWOOD,HDBOARD,,0.0,TA,TA,PCONC,TA,TA,MN,BLQ,841,UNF,0,198,1039,GASA,EX,Y,SBRKR,1039,0,0,1039,1,0,1,1,3,1,TA,6,TYP,0,,ATTCHD,1965.0,UNF,2,504,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,131500
863,20,RL,81.0,9672,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,6,5,1984-01-01,1985-01-01,HIP,COMPSHG,HDBOARD,PLYWOOD,,0.0,TA,TA,PCONC,GD,TA,NO,GLQ,338,UNF,0,702,1040,GASA,TA,Y,SBRKR,1097,0,0,1097,0,0,2,0,3,1,TA,6,TYP,0,,ATTCHD,1986.0,UNF,2,480,TA,TA,Y,0,0,0,0,0,0,,GDPRV,,0,5,2010-01-01,WD,NORMAL,152000
864,20,RL,70.0,7931,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,5,1959-01-01,1959-01-01,HIP,COMPSHG,BRKFACE,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,1148,UNF,0,0,1148,GASA,TA,Y,SBRKR,1148,0,0,1148,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1959.0,UNF,1,672,TA,TA,Y,0,0,0,0,0,0,,GDPRV,,0,7,2009-01-01,WD,NORMAL,132500
865,20,FV,72.0,8640,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,7,5,2007-01-01,2008-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,EX,TA,NO,UNF,0,UNF,0,1372,1372,GASA,EX,Y,SBRKR,1372,0,0,1372,0,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,2008.0,FIN,2,529,TA,TA,Y,0,140,0,0,0,0,,,,0,5,2008-01-01,NEW,PARTIAL,250580
866,20,RL,,8750,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1970-01-01,1970-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,76.0,TA,TA,CBLOCK,TA,TA,NO,BLQ,828,UNF,0,174,1002,GASA,TA,Y,SBRKR,1002,0,0,1002,1,0,1,0,3,1,TA,5,TYP,0,,DETCHD,1973.0,UNF,2,902,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,8,2009-01-01,WD,NORMAL,148500
867,20,RL,67.0,10656,PAVE,,IR1,HLS,ALLPUB,INSIDE,GTL,TIMBER,NORM,NORM,1FAM,1STORY,8,5,2006-01-01,2007-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,274.0,GD,TA,PCONC,GD,TA,AV,UNF,0,UNF,0,1638,1638,GASA,EX,Y,SBRKR,1646,0,0,1646,0,0,2,0,3,1,GD,6,TYP,1,GD,ATTCHD,2007.0,RFN,3,870,TA,TA,Y,192,80,0,0,0,0,,,,0,11,2007-01-01,NEW,PARTIAL,248900
868,20,RL,85.0,6970,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,SAWYER,FEEDR,NORM,1FAM,1STORY,4,5,1961-01-01,1961-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,932,UNF,0,108,1040,GASA,TA,Y,SBRKR,1120,0,0,1120,1,0,1,1,3,1,FA,5,TYP,0,,ATTCHD,1961.0,RFN,2,544,TA,TA,Y,168,0,0,0,0,0,,,SHED,400,5,2007-01-01,WD,NORMAL,129000
869,60,RL,,14762,PAVE,,IR2,LVL,ALLPUB,CORNER,GTL,GILBERT,FEEDR,NORM,1FAM,2STORY,5,6,1948-01-01,1950-01-01,GABLE,COMPSHG,PLYWOOD,PLYWOOD,,0.0,TA,TA,SLAB,,,,,0,,0,0,0,GASA,GD,Y,SBRKR,1547,720,53,2320,0,0,2,0,2,1,TA,7,TYP,1,TA,ATTCHD,1979.0,UNF,2,672,TA,TA,P,120,144,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,169000
870,60,RL,80.0,9938,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,7,5,1993-01-01,1994-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,246.0,GD,TA,PCONC,GD,TA,NO,GLQ,750,UNF,0,300,1050,GASA,EX,Y,SBRKR,1062,887,0,1949,1,0,2,1,3,1,GD,8,TYP,1,TA,ATTCHD,1993.0,FIN,2,574,TA,TA,Y,156,90,0,0,0,0,,GDPRV,,0,6,2010-01-01,WD,NORMAL,236000
871,20,RL,60.0,6600,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,POSN,NORM,1FAM,1STORY,5,5,1962-01-01,1962-01-01,HIP,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,894,894,GASA,GD,N,SBRKR,894,0,0,894,0,0,1,0,2,1,TA,5,TYP,0,,DETCHD,1962.0,UNF,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009-01-01,WD,NORMAL,109500
872,60,RL,70.0,8750,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,6,5,1998-01-01,1998-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,116.0,TA,TA,PCONC,GD,TA,NO,GLQ,505,UNF,0,299,804,GASA,EX,Y,SBRKR,804,878,0,1682,0,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,1998.0,RFN,2,523,TA,TA,Y,0,77,0,0,0,0,,,,0,6,2010-01-01,WD,NORMAL,200500
873,20,RL,74.0,8892,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1953-01-01,1996-01-01,GABLE,COMPSHG,WDSHING,WD SHNG,,0.0,GD,TA,STONE,TA,TA,AV,UNF,0,UNF,0,105,105,GASA,GD,Y,SBRKR,910,0,0,910,0,0,1,0,3,1,GD,5,TYP,0,,ATTCHD,1953.0,UNF,2,414,TA,TA,Y,196,0,150,0,0,0,,GDWO,,0,10,2008-01-01,WD,NORMAL,116000
874,40,RL,60.0,12144,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1949-01-01,1950-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,GD,TA,CBLOCK,TA,TA,NO,REC,375,UNF,0,457,832,GASA,GD,Y,SBRKR,1036,0,232,1268,0,0,1,0,3,1,TA,6,TYP,1,GD,ATTCHD,1949.0,UNF,1,288,TA,TA,Y,0,28,0,0,0,0,,,OTHR,0,9,2009-01-01,WD,NORMAL,133000
